daily_deaths
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
-2
0
0
0
0
1
-1
3
-2
4
0
2
9
-7
10
-2
4
18
7
9
27
-5
-32
60
32
8
23
21
-22
-5
85
34
-57
82
-74
-32
-64
103
182
30
-143
36
-123
-65
137
124
-20
-73
-1
-35
-129
62
219
-44
-24
-19
-75
-100
104
155
-76
28
-43
-94
-128
94
192
-110
54
-48
-61
-111
84
120
-43
21
-27
-72
-105
44
50
182
-93
-11
-62
-88
19
162
-45
-30
12
-78
-98
98
153
-67
-14
-12
-57
-118
68
171
-65
-20
-4
-41
-97
54
249
-125
-28
6
-39
-98
32
167
-24
3
-8
-151
-14
86
211
-1
2
5
-70
-156
15
304
-49
87
-29
-147
-108
58
311
102
-131
67
-136
-221
1104
-679
223
-232
153
-196
-397
84
504
-56
-104
84
-159
-271
-22
611
-18
-239
55
-65
-295
-78
507
-90
-93
115
-208
-191
-67
478
-59
-7
-128
36
-357
47
408
-58
-35
-83
-104
-119
-159
97
399
-83
212
-348
-163
-25
579
-258
-48
37
-163
-239
33
363
119
-95
-105
17
-290
9
283
71
-62
-83
21
-218
-1
178
105
70
-83
-204
41
-137
267
-8
20
-12
-83
-148
-6
252
36
-148
127
-38
-259
40
206
21
0
41
-121
-203
64
276
391
-451
-15
15
-276
105
274
43
-80
54
-142
-162
12
347
93
12
-52
-230
-78
-4
323
118
-379
32
-104
-15
54
359
115
40
-26
-146
-239
-9
376
13
54
34
-231
-234
37
286
280
-5
-173
-63
-289
114
312
189
-281
-549
252
-149
131
471
187
-166
-522
213
-267
185
389
236
2
194
-273
-473
-113
913
0
15
-183
-104
-451
-286
659
383
-83
60
-186
-541
-102
911
205
-38
-269
-492
-167
72
531
309
-132
-90
-372
-661
118
614
210
-187
62
-472
-374
-79
372
85
-50
243
-228
-280
106
307
246
-109
-106
-230
-138
115
209
251
-374
-52
-129
-327
96
385
-172
28
146
-344
-268
165
175
33
260
-161
-332
-189
186
-54
350
-76
-7
-288
-121
229
-9
206
-161
-42
-93
-181
144
115
1692
-1623
-94
-48
-213
145
69
24
63
-40
-37
-164
73
55
100
13
-72
-66
-120
118
9
226
-171
-10
-67
-124
90
90
62
-58
35
-100
-139
86
75
94
-91
48
-33
-193
110
92
8
-17
-7
-72
-104
83
132
360
152
-566
-147
-47
-7
327
-124
-1
-48
-82
-72
137
-27
187
-140
54
-160
-50
117
13
70
-131
156
-210
-26
97
79
-29
-37
32
-109
-39
38
94
3
-33
69
-160
-10
7
76
22
84
-36
-146
-20
98
66
40
-46
-14
-104
-34
82
43
95
4
-11
-177
-24
88
122
70
-107
276
-387
-47
183
141
56
-83
245
-471
-61
468
106
-213
321
-31
-578
-14
687
-281
136
723
-439
-663
-175
937
-343
168
881
-636
-777
-165
1138
-598
553
996
-1016
-908
-142
235
1073
-296
1265
-943
-1075
-250
846
496
39
1121
-1100
-1088
-397
1541
-411
554
641
-792
-1248
-217
1316
-465
449
510
-615
-1003
-215
1190
-407
439
319
-386
-936
33
193
829
-361
157
-135
-813
-165
918
-263
1275
-928
-135
-728
-162
671
-205
236
421
-388
-683
-67
385
38
202
-220
701
-982
-130
407
123
-182
-25
583
-808
-119
439
-125
138
-77
326
-642
-64
444
-84
18
-350
-15
-16
-29
938
-604
183
17
315
-730
-82
505
-110
44
31
-60
-392
-27
393
-128
133
-33
30
-340
-56
427
-82
98
1970
-2318
-116
-6
662
384
-575
68
-414
-101
96
409
-57
-41
149
-9
-315
-170
405
-25
225
112
-197
-215
-195
-48
1028
-511
163
57
-493
-272
672
-66
322
312
-188
-574
-471
1083
-219
406
412
-518
-957
-233
1250
-329
376
508
-874
-624
-166
1060
-374
590
471
-786
-857
-285
475
254
326
365
-115
-1038
-221
850
-151
186
235
-358
-689
-125
972
-473
16
424
-135
-495
-294
669
54
-127
-70
-125
-231
-217
543
-129
-94
100
-29
-328
-67
438
-111
-70
130
-168
-157
-61
396
-145
100
-26
-176
45
-219
265
-31
34
65
-83
-246
2
214
-48
109
-112
-10
-134
-22
161
-75
178
-84
-105
-53
-23
252
-88
1211
-1228
-66
-44
-40
215
-172
189
-95
-80
-52
-2
173
-122
122
-16
-72
-22
-58
110
-19
53
-72
31
-106
-4
2
198
-82
-22
-44
30
-82
146
-13
422
-422
-52
-37
-36
134
