daily_deaths
-36
125
-123
-42
-66
16
36
260
-90
-57
-27
-34
-106
153
-34
211
-163
41
-205
-4
31
223
3
-93
32
-182
-9
306
-186
324
-295
94
-223
-17
288
-115
140
-77
-28
-179
-26
281
-117
187
-224
180
-306
-12
357
-244
447
-332
87
-305
-10
388
-224
229
-64
-99
-220
-10
347
-200
290
-189
-19
-219
-10
390
-259
332
-188
-47
-218
-10
404
-247
720
-547
-99
-227
-4
16
409
-143
-64
7
-217
-8
346
-199
254
-244
47
-194
-10
365
-217
236
-235
104
-236
-17
303
-122
173
-198
37
-177
-16
172
17
447
-398
-86
-127
-25
155
143
-33
-97
-4
-152
-12
251
-122
80
-147
146
-199
-9
123
-9
170
-191
-18
-62
-13
102
-10
404
-444
357
-409
2
60
-28
244
-194
0
-84
0
100
-55
187
-194
356
-392
-2
94
-36
214
-246
6
-32
0
66
1
86
76
36
-258
-7
57
27
264
50
-244
-146
-8
70
-8
217
-226
381
-429
-5
58
-7
366
-384
-8
-25
0
9
68
119
-164
300
-328
-4
0
68
630
-664
270
-296
-5
57
231
250
-496
-9
-27
-9
0
214
457
-592
700
-772
-7
61
121
337
-441
-63
-8
-7
71
68
336
-285
636
-820
-6
94
291
127
-417
-54
-35
-4
108
47
236
-310
517
-596
-4
55
-15
414
-397
-42
-2
-13
78
530
-198
-329
492
-568
-5
41
65
194
175
-455
-15
-5
54
14
216
-214
241
-311
0
71
-40
209
-182
