date,daily_deaths
2020-11-16,91.0
2020-11-17,104.0
2020-11-18,39.0
2020-11-19,-5.0
2020-11-20,-17.0
2020-11-21,-27.0
2020-11-22,-152.0
2020-11-23,88.0
2020-11-24,176.0
2020-11-25,-5.0
2020-11-26,-165.0
2020-11-27,15.0
2020-11-28,-34.0
2020-11-29,-69.0
2020-11-30,143.0
2020-12-01,190.0
2020-12-02,59.0
2020-12-03,75.0
2020-12-04,-119.0
2020-12-05,-150.0
2020-12-06,-171.0
2020-12-07,130.0
2020-12-08,200.0
2020-12-09,268.0
2020-12-10,-185.0
2020-12-11,28.0
2020-12-12,-193.0
2020-12-13,-114.0
2020-12-14,40.0
2020-12-15,389.0
2020-12-16,132.0
2020-12-17,-114.0
2020-12-18,-69.0
2020-12-19,-162.0
2020-12-20,-292.0
2020-12-21,169.0
2020-12-22,304.0
2020-12-23,61.0
2020-12-24,-87.0
2020-12-25,-413.0
2020-12-26,121.0
2020-12-27,-209.0
2020-12-28,329.0
2020-12-29,482.0
2020-12-30,-160.0
2020-12-31,235.0
2021-01-01,-496.0
2021-01-02,-28.0
2021-01-03,-308.0
2021-01-04,294.0
2021-01-05,570.0
2021-01-06,-104.0
2021-01-07,188.0
2021-01-08,-14.0
2021-01-09,-361.0
2021-01-10,-339.0
2021-01-11,92.0
2021-01-12,912.0
2021-01-13,-502.0
2021-01-14,97.0
2021-01-15,63.0
2021-01-16,-273.0
2021-01-17,-516.0
2021-01-18,-86.0
2021-01-19,602.0
2021-01-20,310.0
2021-01-21,113.0
2021-01-22,-162.0
2021-01-23,-249.0
2021-01-24,-350.0
2021-01-25,11.0
2021-01-26,762.0
2021-01-27,-125.0
2021-01-28,-158.0
2021-01-29,81.0
2021-01-30,-382.0
2021-01-31,-372.0
2021-02-01,181.0
2021-02-02,575.0
2021-02-03,-48.0
2021-02-04,-29.0
2021-02-05,-62.0
2021-02-06,-392.0
2021-02-07,-275.0
2021-02-08,107.0
2021-02-09,661.0
2021-02-10,-184.0
2021-02-11,35.0
2021-02-12,-75.0
2021-02-13,-135.0
2021-02-14,-393.0
2021-02-15,-163.0
2021-02-16,346.0
2021-02-17,273.0
2021-02-18,75.0
2021-02-19,-68.0
2021-02-20,-295.0
2021-02-21,-132.0
2021-02-22,-27.0
2021-02-23,338.0
2021-02-24,664.0
2021-02-25,-607.0
2021-02-26,-101.0
2021-02-27,-228.0
2021-02-28,-51.0
2021-03-01,55.0
2021-03-02,145.0
2021-03-03,-56.0
2021-03-04,162.0
2021-03-05,-31.0
2021-03-06,-178.0
2021-03-07,-260.0
2021-03-08,96.0
2021-03-09,115.0
2021-03-10,83.0
